"Id","Rating","Valoraciones","Precio","Bodegas","Nombre y año","Bandera","Región"
"https://www.vivino.com/ES/es/aalto-ribera-del-duero-ps-pagos-seleccionados-ribera-del-duero/w/1129282?year=2019&price_id=26943447","4,6","2513 valoraciones","129,46","Aalto","PS (Pagos Seleccionados) Ribera del Duero 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/dominio-de-pingus-flor-de-pingus/w/79814?year=2018&price_id=27003361","4,6","1967 valoraciones","149,50","Dominio de Pingus","Flor de Pingus 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/alion-ribera-del-duero/w/77171?year=2018&price_id=31850549","4,6","1965 valoraciones","185","Alión","Ribera del Duero 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/ornellaia-bolgheri-superiore/w/22447?year=2018&price_id=29570639","4,6","1544 valoraciones","215,50","Ornellaia","Bolgheri Superiore 2018","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Bolgheri Superiore, Italia"
"https://www.vivino.com/ES/es/bollinger-r-d-extra-brut-champagne-recemment-degorge/w/1164702?year=2004&price_id=31859272","4,6","1361 valoraciones","239","Bollinger","R.D Extra Brut Champagne (Récemment Dégorgé) 2004","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2000&price_id=24225629","4,6","1018 valoraciones","278,30","Vega Sicilia","Valbuena 5º 2000","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=2014&price_id=27850423","4,6","965 valoraciones","280","Louis Roederer","Cristal Brut Champagne (Millésimé) 2014","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2002&price_id=12225054","4,6","961 valoraciones","272,25","Vega Sicilia","Valbuena 5º 2002","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/pol-roger-sir-winston-churchill-brut-champagne/w/1692390?year=2012&price_id=25974124","4,6","942 valoraciones","231","Pol Roger","Sir Winston Churchill Brut Champagne 2012","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/bodega-numanthia-termanthia/w/1126964?year=2012&price_id=7554526","4,6","894 valoraciones","232,85","Bodega Numanthia","Termanthia 2012","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/franco-biondi-santi-brunello-di-montalcino/w/1558589?year=2015&price_id=27277747","4,6","831 valoraciones","167,77","Biondi-Santi","Brunello di Montalcino 2015","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Brunello di Montalcino, Italia"
"https://www.vivino.com/ES/es/chateau-leoville-las-cases-saint-julien-grand-cru-classe/w/81848?year=2010&price_id=29412085","4,6","663 valoraciones","345","Château Léoville Las Cases","Saint-Julien (Grand Cru Classé) 2010","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Saint-Julien, Francia"
"https://www.vivino.com/ES/es/ca-del-bosco-cuvee-annamaria-clementi-extra-brut/w/23130?year=2011&price_id=24978113","4,6","661 valoraciones","139","Ca' del Bosco","Cuvée Annamaria Clementi (Extra Brut) 2011","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Franciacorta, Italia"
"https://www.vivino.com/ES/es/marques-de-murrieta-castillo-ygay-gran-reserva-especial-tinto/w/11001?year=2011&price_id=26590107","4,6","611 valoraciones","194,98","Marqués de Murrieta","Castillo Ygay Gran Reserva Especial Tinto 2011","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=1999&price_id=12225127","4,6","604 valoraciones","276,80","Vega Sicilia","Valbuena 5º 1999","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/bollinger-r-d-extra-brut-champagne-recemment-degorge/w/1164702?year=2007&price_id=25949196","4,6","580 valoraciones","248,50","Bollinger","R.D Extra Brut Champagne (Récemment Dégorgé) 2007","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/pol-roger-sir-winston-churchill-brut-champagne/w/1692390?year=2013&price_id=31414300","4,6","425 valoraciones","216,23","Pol Roger","Sir Winston Churchill Brut Champagne 2013","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/ruinart-dom-ruinart-blanc-de-blancs-brut-champagne/w/1192720?year=2010&price_id=31672992","4,6","377 valoraciones","201,90","Ruinart","Dom Ruinart Blanc de Blancs Brut Champagne 2010","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/louis-latour-corton-charlemagne-grand-cru/w/7273?year=2018&price_id=28784196","4,6","315 valoraciones","233,91","Louis Latour","Corton-Charlemagne Grand Cru 2018","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Corton-Charlemagne Grand Cru, Francia"
"https://www.vivino.com/ES/es/vinedos-de-paganos-la-nieta/w/1100735?year=2018&price_id=25174622","4,6","304 valoraciones","110,80","Viñedos de Páganos","La Nieta 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/tenuta-campo-di-sasso-bibbona/w/1186753?year=2017&price_id=21871719","4,6","245 valoraciones","161,99","Biserno","Bibbona 2017","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Toscana, Italia"
"https://www.vivino.com/ES/es/teso-la-monja-alabaster/w/1379762?year=2015&price_id=7620803","4,6","231 valoraciones","155","Teso La Monja","Alabaster 2015","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/bodega-numanthia-termanthia/w/1126964?year=2014&price_id=29158597","4,6","230 valoraciones","229,84","Bodega Numanthia","Termanthia 2014","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/bodegas-mauro-terreus-paraje-de-cueva-baja/w/1126965?year=2018&price_id=27474100","4,6","208 valoraciones","91,50","Bodegas Mauro","Terreus Paraje de Cueva Baja 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Castilla y León, España"
"https://www.vivino.com/ES/es/vinedos-de-paganos-la-nieta/w/1100735?year=2019&price_id=27692944","4,6","193 valoraciones","117,29","Viñedos de Páganos","La Nieta 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/bodegas-roda-cirsion-rioja/w/18717?year=2017&price_id=24070921","4,6","182 valoraciones","210","Bodegas Roda","Cirsion Rioja 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/teso-la-monja-alabaster/w/1379762?year=2017&price_id=24147851","4,6","171 valoraciones","158,70","Teso La Monja","Alabaster 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=1985&price_id=12225342","4,6","146 valoraciones","285","Vega Sicilia","Valbuena 5º 1985","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/artadi-vina-el-pison/w/49754?year=2014&price_id=31839588","4,6","137 valoraciones","310,95","Artadi","Viña El Pison 2014","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Vino de España, España"
"https://www.vivino.com/ES/es/alto-moncayo-aquilon-garnacha/w/1189647?year=2015&price_id=22268292","4,6","132 valoraciones","117,25","Alto Moncayo","Aquilon Garnacha 2015","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Campo de Borja, España"
"https://www.vivino.com/ES/es/cepa-21-horcajo-ribera-del-duero-red-wine/w/6449504?year=2015&price_id=20477388","4,6","126 valoraciones","75,90","Cepa 21","Horcajo 2015","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/hacienda-monasterio-reserva-especial/w/100292?year=2016&price_id=26998189","4,6","125 valoraciones","86,84","Hacienda Monasterio","Reserva Especial 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/hacienda-monasterio-reserva-especial/w/100292?year=2015&price_id=29421295","4,6","122 valoraciones","87,68","Hacienda Monasterio","Reserva Especial 2015","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/gaja-barbaresco/w/66104?year=2019&price_id=30088122","4,6","120 valoraciones","266,25","Gaja","Barbaresco 2019","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Barbaresco, Italia"
"https://www.vivino.com/ES/es/fontaine-gagnard-chassagne-montrachet-1er-cru-la-maltroie/w/1099528?year=2018&price_id=29921603","4,6","97 valoraciones","106","Fontaine-Gagnard","Chassagne-Montrachet 1er Cru 'La Maltroie' 2018","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Chassagne-Montrachet 1er Cru ""La Maltroie"", Francia"
"https://www.vivino.com/ES/es/alto-moncayo-aquilon-garnacha/w/1189647?year=2016&price_id=29084614","4,6","91 valoraciones","112","Alto Moncayo","Aquilon Garnacha 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Campo de Borja, España"
"https://www.vivino.com/ES/es/bodegas-roda-cirsion-rioja/w/18717?year=1999&price_id=31850530","4,6","90 valoraciones","350","Bodegas Roda","Cirsion Rioja 1999","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/teso-la-monja-alabaster/w/1379762?year=2018&price_id=30834295","4,6","88 valoraciones","160","Teso La Monja","Alabaster 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/mas-d-en-gil-gran-buig-priorat/w/1563086?year=2004&price_id=3828641","4,6","82 valoraciones","350","Mas d'en Gil","Gran Buig Priorat 2004","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Priorato, España"
"https://www.vivino.com/ES/es/oxer-bastegieta-kalamity-rioja/w/4712965?year=2018&price_id=26341418","4,6","82 valoraciones","109,73","Oxer Wines","Kalamity Rioja 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/dominio-del-aguila-gran-reserva-penas-aladas/w/4375272?year=2014&price_id=27474074","4,6","80 valoraciones","208,95","Dominio del Águila","Gran Reserva Peñas Aladas 2014","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/castillo-perelada-finca-garbet/w/99351?year=2014&price_id=29445969","4,6","79 valoraciones","119,70","Castillo Perelada","Finca Garbet 2014","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Empordà, España"
"https://www.vivino.com/ES/es/gomez-cruzado-vina-motulleri/w/1899478?year=2011&price_id=28492504","4,6","77 valoraciones","85,50","Gómez Cruzado","Viña Motulleri 2011","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/sierra-cantabria-156664-amancio/w/1221009?year=2017&price_id=25180830","4,6","74 valoraciones","88,77","Sierra Cantabria","Amancio 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/bodegas-mas-alta-la-creu-alta/w/83823?year=2017&price_id=23553701","4,6","70 valoraciones","87,95","Bodegas Mas Alta","La Creu Alta 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Priorato, España"
"https://www.vivino.com/ES/es/gaja-conteisa-langhe/w/66184?year=2015&price_id=30440966","4,6","69 valoraciones","311,02","Gaja","Conteisa Langhe 2015","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Langhe, Italia"
"https://www.vivino.com/ES/es/valduero-bodegas-y-vinedo-tierra-alta-de-2-racimos-gran-reserva/w/9159380?year=2012&price_id=30747423","4,6","69 valoraciones","95","Bodegas Valduero","Tierra Alta de 2 Racimos Gran Reserva 2012","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/artadi-el-carretil/w/1696799?year=2013&price_id=4177323","4,6","69 valoraciones","215","Artadi","El Carretil 2013","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Vino de España, España"
"https://www.vivino.com/ES/es/marques-de-grinon-aaa/w/1180183?year=2008&price_id=15898905","4,6","65 valoraciones","168,43","Marqués de Griñon","AAA 2008","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Dominio de Valdepusa, España"
"https://www.vivino.com/ES/es/tarsus-finca-el-canto-ribera-del-duero/w/6314289?year=2015&price_id=21018442","4,6","62 valoraciones","89,66","Tarsus","Finca El Canto 2015","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/gramona-cava-enoteca-finca-la-plana-brut-nature/w/2261633?year=2001&price_id=7469118","4,6","61 valoraciones","152","Gramona","Cava Enoteca Finca La Plana Brut Nature 2001","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Cava, España"
"https://www.vivino.com/ES/es/louis-latour-puligny-montrachet-premier-cru/w/1264615?year=2016&price_id=31965253","4,6","56 valoraciones","99","Louis Latour","Puligny-Montrachet Premier Cru 2016","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Puligny-Montrachet Premier Cru, Francia"
"https://www.vivino.com/ES/es/artadi-vina-el-pison/w/49754?year=2017&price_id=22395554","4,6","53 valoraciones","304,54","Artadi","Viña El Pison 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Vino de España, España"
"https://www.vivino.com/ES/es/olivier-riviere-mirando-al-sur/w/3981519?year=2018&price_id=24775858","4,6","51 valoraciones","74,49","Olivier Rivière","Mirando al Sur 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/celler-mas-doix-sl-nineteen-zero-two-centenary-carignan-priorat/w/1815148?year=2016&price_id=24363457","4,6","50 valoraciones","299","Mas Doix","1902 Centenary Carignan Priorat 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Priorato, España"
"https://www.vivino.com/ES/es/emilio-moro-malleolus-de-sanchomartin/w/11607?year=2019&price_id=31009637","4,6","48 valoraciones","129,91","Emilio Moro","Malleolus de Sanchomartin 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/celler-vall-llach-mas-de-la-rosa/w/2539047?year=2019&price_id=25599838","4,6","45 valoraciones","275","Vall Llach","Mas de la Rosa 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Priorato, España"
"https://www.vivino.com/ES/es/chateau-l-evangile-pomerol/w/1108737?year=2018&price_id=30970312","4,6","45 valoraciones","336,94","Château l'Évangile","Pomerol 2018","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Pomerol, Francia"
"https://www.vivino.com/ES/es/sierra-cantabria-156664-amancio/w/1221009?year=2018&price_id=30924087","4,6","43 valoraciones","90","Sierra Cantabria","Amancio 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/terroir-al-limit-soc-lda-les-tosses/w/97711?year=2016&price_id=20878759","4,6","42 valoraciones","230,60","Terroir Al Límit Soc. Lda","Les Tosses 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Priorato, España"
"https://www.vivino.com/ES/es/artadi-el-carretil/w/1696799?year=2017&price_id=22757017","4,6","41 valoraciones","176,89","Artadi","El Carretil 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Vino de España, España"
"https://www.vivino.com/ES/es/el-nido-el-nido/w/84140?year=2020&price_id=31105158","4,6","39 valoraciones","150","Bodegas El Nido","El Nido 2020","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Jumilla, España"
"https://www.vivino.com/ES/es/cuentavinas-los-yelsones/w/8992888?year=2018&price_id=27474053","4,6","37 valoraciones","173,25","Cuentaviñas","Los Yelsones 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/huerta-de-albala-taberner-no-1/w/4387135?year=2013&price_id=27473993","4,6","37 valoraciones","78,23","Huerta de Albala","Taberner No. 1 2013","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Cádiz, España"
"https://www.vivino.com/ES/es/jorge-ordonez-and-co-no-3-old-vines/w/1164856?year=2010&price_id=29271553","4,6","36 valoraciones","46,69","Jorge Ordóñez","No. 3 Old Vines 2010","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Málaga, España"
"https://www.vivino.com/ES/es/frontonio-el-jardin-de-las-iguales-vinedo-historic-macabeo/w/7389094?year=2016&price_id=20493540","4,6","34 valoraciones","175","Bodegas Frontonio","El Jardín de las Iguales Viñedo Historic Macabeo 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Valdejalón, España"
"https://www.vivino.com/ES/es/bodegas-san-roman-cartago-paraje-de-pozo-toro/w/5406439?year=2017&price_id=31391985","4,6","34 valoraciones","77,85","Bodegas San Román","Cartago Paraje de Pozo 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/bodega-negon-gonzales-dharma-de-negon-red/w/6887301?year=2014&price_id=26397229","4,6","32 valoraciones","80,67","Bodega Negón Gonzales","Dharma de Negón Red 2014","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Castilla, España"
"https://www.vivino.com/ES/es/laurent-perrier-grand-siecle-champagne-grande-cuvee/w/1238419?price_id=31877547","4,5","9525 valoraciones","178","Laurent-Perrier","Grand Siècle Champagne (Grande Cuvée) N.V.","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/tenuta-ulisse-limited-edition-10-vendemmie-montepulciano-dabruzzo/w/6139455?price_id=27503567","4,5","8890 valoraciones","27,30","Tenuta Ulisse","Limited Edition 10 Vendemmie N.V.","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Montepulciano d'Abruzzo, Italia"
"https://www.vivino.com/ES/es/pago-de-carraovejas-tinto-ribera-del-duero-red-wine-v/w/1139434?year=2018&price_id=23890839","4,5","6115 valoraciones","59","Pago de Carraovejas","Tinto 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/pintia-toro/w/77172?year=2015&price_id=22649825","4,5","5541 valoraciones","99,80","Pintia","Toro 2015","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/pago-de-carraovejas-tinto-ribera-del-duero-red-wine-v/w/1139434?year=2019&price_id=26704131","4,5","5304 valoraciones","52,50","Pago de Carraovejas","Tinto 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/pintia-toro/w/77172?year=2016&price_id=24305337","4,5","4703 valoraciones","89,90","Pintia","Toro 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/bollinger-la-grande-annee-brut-champagne/w/18931?year=2012&price_id=26231618","4,5","3560 valoraciones","175,80","Bollinger","La Grande Année Brut Champagne 2012","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/artadi-vina-el-pison/w/49754?year=2018&price_id=27474114","4,8","54 valoraciones","299,25","Artadi","Viña El Pison 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Vino de España, España"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2006&price_id=12225310","4,7","3974 valoraciones","249,20","Vega Sicilia","Valbuena 5º 2006","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=1998&price_id=31946112","4,7","2889 valoraciones","234,47","Château d'Yquem","Sauternes 1998","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Sauternes, Francia"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2005&price_id=20181795","4,7","1892 valoraciones","284,10","Vega Sicilia","Valbuena 5º 2005","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/vega-sicilia-unico/w/77137?year=2012&price_id=31328099","4,7","509 valoraciones","349","Vega Sicilia","Unico 2012","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/emilio-moro-malleolus-de-sanchomartin/w/11607?year=2016&price_id=27473969","4,7","433 valoraciones","120,75","Emilio Moro","Malleolus de Sanchomartin 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/pago-de-los-capellanes-parcela-el-picon-tinto/w/1382462?year=2016&price_id=26703812","4,7","140 valoraciones","196","Pago de Los Capellanes","Parcela El Picón Tinto 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=2015&price_id=31918693","4,7","90 valoraciones","295","Louis Roederer","Cristal Brut Champagne (Millésimé) 2015","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/teso-la-monja-alabaster/w/1379762?year=2019&price_id=29544786","4,7","74 valoraciones","160,77","Teso La Monja","Alabaster 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Toro, España"
"https://www.vivino.com/ES/es/pago-de-carraovejas-cuesta-de-las-liebres/w/1139435?year=2018&price_id=30642108","4,7","72 valoraciones","158,90","Pago de Carraovejas","Cuesta de Las Liebres 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/recaredo-reserva-particular-de-recaredo-brut-nature/w/7337729?year=2011&price_id=27449638","4,7","54 valoraciones","65,05","Recaredo","Reserva Particular de Recaredo Brut Nature 2011","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Penedès, España"
"https://www.vivino.com/ES/es/vinedos-de-paganos-la-nieta/w/1100735?year=2020&price_id=31008213","4,7","46 valoraciones","109,97","Viñedos de Páganos","La Nieta 2020","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Rioja, España"
"https://www.vivino.com/ES/es/territorio-luthier-luthier-gran-reserva/w/7203961?year=2012&price_id=23570505","4,7","45 valoraciones","248","Territorio Luthier","Luthier Gran Reserva 2012","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/comenge-jacobus-ribera-del-duero/w/5441031?year=2014&price_id=28965663","4,7","38 valoraciones","195,90","Comenge","Jacobus 2014","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/familia-torres-reserva-real/w/28104?year=2016&price_id=23462178","4,7","36 valoraciones","273","Familia Torres","Reserva Real 2016","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Penedès, España"
"https://www.vivino.com/ES/es/louis-jadot-chambertin-clos-de-beze-grand-cru/w/2833?year=2006&price_id=23351943","4,7","35 valoraciones","271,70","Louis Jadot","Chambertin Clos de Beze Grand Cru 2006","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Chambertin-Clos de Bèze Grand Cru, Francia"
"https://www.vivino.com/ES/es/artadi-vina-el-pison/w/49754?year=2019&price_id=27347370","4,7","29 valoraciones","324,99","Artadi","Viña El Pison 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Vino de España, España"
"https://www.vivino.com/ES/es/ja-te-disse-alicante-bouschet/w/10608315?year=2020&price_id=29996915","4,7","28 valoraciones","89,99","Já Te Disse","Alicante Bouschet 2020","https://web-common.vivino.com/assets/countryFlags/PT-48.png","Alentejo, Portugal"
"https://www.vivino.com/ES/es/krug-grande-cuvee/w/7122486?price_id=24998063","4,6","27680 valoraciones","337,90","Krug","Grande Cuvée N.V.","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2012&price_id=12225397","4,6","6123 valoraciones","268,12","Vega Sicilia","Valbuena 5º 2012","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2008&price_id=12225191","4,6","5626 valoraciones","282,39","Vega Sicilia","Valbuena 5º 2008","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2007&price_id=12225288","4,6","5217 valoraciones","270","Vega Sicilia","Valbuena 5º 2007","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/alion-ribera-del-duero/w/77171?year=2017&price_id=26308956","4,6","3518 valoraciones","189,90","Alión","Ribera del Duero 2017","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=2012&price_id=27847961","4,6","3350 valoraciones","336","Louis Roederer","Cristal Brut Champagne (Millésimé) 2012","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=2005&price_id=31930772","4,6","2906 valoraciones","273","Louis Roederer","Cristal Brut Champagne (Millésimé) 2005","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/aalto-ribera-del-duero-ps-pagos-seleccionados-ribera-del-duero/w/1129282?year=2019&price_id=26943447","4,6","2513 valoraciones","129,46","Aalto","PS (Pagos Seleccionados) Ribera del Duero 2019","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/dominio-de-pingus-flor-de-pingus/w/79814?year=2018&price_id=27003361","4,6","1967 valoraciones","149,50","Dominio de Pingus","Flor de Pingus 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/alion-ribera-del-duero/w/77171?year=2018&price_id=31850549","4,6","1965 valoraciones","185","Alión","Ribera del Duero 2018","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
"https://www.vivino.com/ES/es/ornellaia-bolgheri-superiore/w/22447?year=2018&price_id=29570639","4,6","1544 valoraciones","215,50","Ornellaia","Bolgheri Superiore 2018","https://web-common.vivino.com/assets/countryFlags/IT-48.png","Bolgheri Superiore, Italia"
"https://www.vivino.com/ES/es/bollinger-r-d-extra-brut-champagne-recemment-degorge/w/1164702?year=2004&price_id=31859272","4,6","1361 valoraciones","239","Bollinger","R.D Extra Brut Champagne (Récemment Dégorgé) 2004","https://web-common.vivino.com/assets/countryFlags/FR-48.png","Champán, Francia"
"https://www.vivino.com/ES/es/vega-sicilia-valbuena-5o/w/1175427?year=2000&price_id=24225629","4,6","1018 valoraciones","278,30","Vega Sicilia","Valbuena 5º 2000","https://web-common.vivino.com/assets/countryFlags/ES-48.png","Ribera del Duero, España"
